filename,category,layout,title,date,rating,meal,address,country,region,suburb,website,body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-07-viva-cafe-bar.md,Reviews,post,Viva Cafe & Bar,2021-05-07,2,dinner,"21 Rangitikei Street, City Center, Palmerston North 4410",New Zealand,TODO,TODO,TODO,"We ate dinner here in May 2021 Lamb moussaka with salad, rice, and Turkish bread Chicken breast stuffed with mushroom, topped with bÃ©chamel sauce with salad, rice, and Turkish bread We'll start with the things that we could agree on. It was odd that both meals, although they appeared different in the menu, were almost identical. Two thirds of each plate was exactly the same. The rice was nice. And overall, the joint was a bit cold, with a nearby door letting in frequent icy blasts. We were divided on the rest. Review 1: When it first came over, I had a strong whiff of French toast. I've never had that before when someone brought over my evening meal, and I really thought someone nearby was having breakfast for dinner. The sauce was the source of the odour. For some reason the bÃ©chamel was unnaturally sweet and nutmeg-ey. On top of ruining the chicken, I was displeased to find that the sauce had contaminated other elements of the meal. The salad itself was acceptable, classic, Turkish style salad, like what I'd expect to get with an iskender. While not offensive in and of itself, it was bizarre to combine with the stuffed chicken breast. I don't have such a strong opinion about the moussaka. The lamb was fine, however the veggies were an indistinguishable mush. Review 2: I thought the chicken was an unusual thing to pair with your classic Turkish salads. Particularly incongruous was the raw cucumber next to a hot stuffed chicken breast. However once the cucumber and tomato were out of the way, the salad turned out to be great. The chicken breast was pretty nice, and the sauce really didn't deserve to get ripped a new one like it just did in the other review. The salad and co. paired very well with the moussaka which was absolutely delicious. It was savoury and hearty, and was just what the doctor ordered on a chilly night. Honestly I could have eaten that moussaka all over again as soon as I'd finished. Website",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-08-columbus-cafe.md,Reviews,post,Columbus Cafe,2021-05-08,1,lunch,"396 Prestons Road, Marshland, Christchurch 8083",New Zealand,TODO,TODO,https://www.columbuscoffee.co.nz/,"Rating: 1 We ate lunch here in May 2021 Corn fritters with bacon and egg added Vegetable stack What is up with the popularity of Columbus Coffee? This chain of mediocre cafes has been around for more than 25 years, and they are everywhere. We have two in Palmerston North alone, and this particular cafe was doing a steady trade. This makes no sense, as the food here is on the bad side of middle-of-the-road, and the prices are exorbitant. We paid more than $50 for two meals and one ginger beer. That almost buys a house in Palmerston North! Worst of all, the menu is littered with predatory recommendations for add-ons. We foolishly decided to take these up, adding bacon and egg to the corn fritters. No price for the add-ons is obvious in the menu. We were shocked to find that they were charging $5 for two sad pieces of bacon, and $4.50 for a single egg. Why would anybody eat here when you could have better food for cheaper at Trio Cafe? The vegetable stack featured a very dry pumpkin rosti, under-cooked haloumi, and some ""salsa"" that was mostly corn kernels and looked absolutely nothing like the picture in the menu. The fritters were doughy, heavy on the fritter and light on the corn. Website",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-14-gengy-s-mongolian-bbq-buffet.md,Reviews,post,Gengy's Mongolian BBQ Buffet,2021-05-14,2,dinner,"109 Devon Street East, New Plymouth Central, New Plymouth 4310",New Zealand,TODO,TODO,http://www.gengys.co.nz/,"We ate dinner here in May 2021 Buffet-style meals We were really looking forward to a walk down memory lane at Gengy's. Last time either of us ate here we were both starving students trying to eat all we could and walk out with spring rolls in our pockets. The prices today reflect this proud history. It's a bargain if you absolutely stuff your face, but for the more restrained diner, or really for anyone who doesn't want to pop like Mr Creosote, the pricing is a bit on the steep side. We estimate $25 at most would be a fair price for what we ate, Gengy's charges $33.99, not $34.00, but just one easy payment of $33.99. For this low, low price, you get to enjoy a buffet style meal with a twist. On top of a standard buffet featuring cold fish bites, cold onion rings, cold spring rolls, and cold chicken nuggets, you can fill a bowl with your choice of raw meat, vegetables, oil, and sauce to be cooked while you wait on a giant ring shaped hot plate. The meat was was as cheap and nasty as it comes, with all the gristle to match but they did have a good variety of fresh vegetables. They had plenty of sauces, oils, and topping bits, allowing many different flavour combinations. But wait, there's more. All-you-can-eat, made-to-order pancakes, plus a dessert bar with cheap ice cream, five sauces, sprinkles, nuts, jelly, fruit, whipped cream, and butter. Top tip: Gengy suggests having peanuts or butter or maple flavoured sauce on a pancake, we discovered that all three together is absolutely delicious. Even though the food isn't particularly good, that's not why you eat here, it's fun to eat at Gengy's. Bookings recommended. Website",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-15-the-bees-knees-cafe.md,Reviews,post,The Bees Knees Cafe,2021-05-15,1,lunch,"352 Albert Street, Hokowhitu, Palmerston North 4410",New Zealand,TODO,TODO,https://www.facebook.com/profile.php?id=61578904977716&mibextid=rS40aB7S9Ucbxw6v,"We ate lunch here in May 2021 Macaroni cheese Beef nachos Banana smoothie The Bees Knees has a real fussy old lady vibe. Not a surface is wasted, with old fashioned teacups cluttered amongst preserves, packaged homemade biscuits and greeting cards for sale. This is a small cafe with tiny tables crammed close together, it's honestly a bit claustrophobic. The food was a disappointment. The macaroni cheese was incredibly bland, consisting only of a basic white sauce with macaroni in it and cheese on top. Perhaps their kitchen was too cluttered with granny junk for them to locate their salt, pepper, mustard, paprika, or anything else that might have made this meal not taste like pasty nothing. The nachos were no better, with watery mince and not enough cheese. The meals were small, which we were grateful of given the taste. They were at least affordably priced. In a surprising twist, the banana smoothie was the best we've had in some time. Website",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-21-indian2nite.md,Reviews,post,Indian2nite,2021-05-21,1,dinner,"22 George Street, Palmerston North Central, Palmerston North 4410",New Zealand,TODO,TODO,https://www.indian2niterestaurant.co.nz/,"We ate dinner here in May 2021 Malai kofta Paneer makhani Plain naan Cheese & garlic naan We're just going to say it, one of these curries wasn't a curry at all. The paneer makhani was clearly a can of tomato soup mixed with sugar and some leftover butter chicken sauce. It was very thin and the paneer was rubbery, dry, and highly cuboid; clearly store bought. It was at least cheap, but cheap food doesn't have to suck. The malai kofta was a bit better, and they didn't skimp on the koftas either. In addition to cooking some pretty questionable curries, Indian2nite also tried to hoodwink us in the naan department. Cheddar is a pretty flavourful variety of cheese, and if you replace it with something else, people are going to notice. Don't bait us with cheddar cheese in the menu, then switch out the cheese in the naan with stringy and flavourless mozzarella. The nerve. The plain naan was as advertised at least, plain and serviceable. Website",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-22-cafe-116.md,Reviews,post,Cafe 116,2021-05-22,3,lunch,"91 Milson Line, Milson, Palmerston North 4410",New Zealand,TODO,TODO,TODO,"We ate lunch here in May 2021 Beef nachos Hash stack Banana smoothie Cafe 116 is better than their old-fashioned, designed-on-Windows-Publisher-'95 signage would suggest. We drive past this place regularly and always figured it was a real dive. It is tucked away next to a dirt bike & jetski shop and just looks a bit sad from the outside. So you can colour us surprised to find that the inside was large and airy with high ceilings and a cosy fire burning. The menu was standard cafe fare, but done relatively well. The nachos had made some effort to double-layer their cheese (cheese on top plus a second layer of melted cheese half way down) which was appreciated. The mince was on the flavourless side but there was plenty of sour cream. The menu did state ""smashed avocado"" on top of the nachos, when actually there were just two small avocado slices. The hash brown stack was tasty, with the right ratios of hash to bacon to mushroom plus a perfectly cooked egg and some welcome pesto and balsamic. The banana smoothie caused some debate, with Business Andy making the accusation that it contained banana syrup (as well as real banana), while the Fee-Rex was not so sure. Flavouring issues aside, the smoothie had the correct texture and coldness. Website",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-28-angkor.md,Reviews,post,Angkor,2021-05-28,2,dinner,"4 Coleman Place, Palmerston North Central, Palmerston North 4410",New Zealand,TODO,TODO,https://www.angkor.co.nz/,"We ate dinner here in May 2021 Singapore steak Vegetarian laksa In many ways, Angkor is quite unremarkable. But it is remarkably popular, in fact, we've been turned away without a reservation more than once. The Singapore steak was very large, very sweet, and the large pieces of meat were mostly good quality with just a few chewy bits. The laksa was richly flavoured, and like the Singapore steak was a large meal. Speaking of large, the vegetables in the laksa were very large, and frankly it was a problem. Not only was no knife provided, but the cutting surface was a bowl of soup, even if a knife had been provided, it still would have been difficult. Don't only partially cut up the vegetables into pieces that have to be bitten off a fork in several mouthfuls. Bookings essential. Website",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-29-kabbaba.md,Reviews,post,Kabbaba,2021-05-29,2,lunch,"Kabbaba, Food Court, Plaza Shopping Centre, 84 The Square, Manawatu, Palmerston North 4410",New Zealand,TODO,TODO,TODO,"We ate lunch here in May 2021 Lamb iskender with sweet chilli, hummus, and mayonnaise Lamb doner with hot chilli, satay, and yoghurt How dare you charge extra for satay sauce and garlic aioli? These are standard kebab sauces and should carry no extra charge over any of the other sauces. News flash, garlic aioli is basically just mayo. Maybe this was the source of the three customer complaints that we witnessed in the short time we were there, or maybe it was the absurdly long wait between ordering and eating. To be fair, the Plaza was positively heaving with people on the day we were there, so they were perhaps a lot busier than they expected. The food itself was acceptable. The doner was just the right size to actually fit in your mouth, and consequently was the right size for lunch. In contrast, the iskender was enormous, no Turkish bread came with it though. So aside from the busy food court setting, the angry customers, and the expensive sauces, Kabbaba just blends into the background hum of every other ordinary Turkish establishment. Website",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-01-rosie-o-grady-s.md,Reviews,post,Rosie O'Grady's Irish Pub,2021-06-01,3,dinner,"201 Karamu Road North, Hastings 4122",New Zealand,TODO,TODO,http://rosieogradys.co.nz/,"We ate dinner here in June 2021 Lamb pot pie with garlic bread ""Mor burger"" (double beef) with chips Rosie O'Grady's is a typical Irish pub, cosy fires, walls covered in Irish paraphernalia, Guinness on tap, and offering typical Irish pub fare. The meals were basic but done well. The pot pie was very hearty, no gristly bits or unpleasant surprises in the stew with a crispy pastry top and nice thin garlic bread. The burger was pretty full on, with two large patties and was too big to be eaten with hands. It came with a couple of homemade beer battered onion rings that were much appreciated. Website",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-06-bing-house.md,Reviews,post,Bing House,2021-06-06,1,TODO,"84 Fitzherbert Avenue, Palmerston North Central, Palmerston North 4410",New Zealand,TODO,TODO,http://www.facebook.com/binghousePN,"We at lunch here in June 2021 BBQ pork pancake Beef & cheese bao bun Eugh. This meal sucked, and they messed up our order to boot. The bao bun was the most offensive. The bun itself was doughy and sweet, the ""cheese"" was in fact a cheese sauce that didn't resemble cheese in any way, and the beef was as chewy and dry as an old boot. The pancake was like a kebab, with a thin and delicate egg pancake on the outside instead of a wrap, however the pancake tore and spilled its contents everywhere. It didn't help that it was wrapped haphazardly in baking paper, just tearing a bit of the paper off caused the thin pancake to practically disintegrate. There's a Turkish joint not three doors down where they have solved this issue, the answer is foil. The filling was alright, with some crispy bits of pork crackling thrown in to add an interesting texture, however it was intensely salty. We barely finished this meal, looking down at the last bite of the bao bun was like looking into the black abyss of your own mortality. Website",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-11-jimmy-cook-s-kiwi-kitchen.md,Reviews,post,Jimmy Cook's Kiwi Kitchen,2021-06-11,2,dinner,"150 Anzac Avenue, Auckland CBD, Auckland 1010",New Zealand,TODO,TODO,https://www.millenniumhotels.com/en/auckland/copthorne-hotel-auckland-city/jimmy-cooks-kiwi-kitchen-and-bar/?cid=gplace-jimmy-cooks-kiwi-kitchen-copthorne-auckland-city,"We ate dinner here in June 2021 Chicken burger and chips Grilled vegetable and haloumi stack Jimmy Cook's has fallen into the classic hotel restaurant trap of thinking that if you put truffle oil in a couple of things and charge like a wounded bull, then you're automatically a fancy joint. In reality, the decor was dated, the furniture cheap, the service clumsy, and the food decidedly meh. Our waiter was personable and friendly, our orders were taken promptly, and food came out fast. However, they also forgot to bring us a wine list, and when we asked our waiter what vegetables came in the stack he was clearly guessing, and only got one guess out of three right. Two if you count haloumi as a vegetable. Speaking of the vegetable stack, this was a horrendous rip off. The meal was tiny, which wasn't a problem in and of itself, and we were warned that it was a small meal, but $25 for a sad and minuscule grilled veggie salad featuring some haloumi is outrageous. This was in no way a stack, the highest point was about 3cm off the plate, it looked like it had fallen over. It did taste okay at least. In contrast, the burger was huge, yet inexplicably was listed alongside the haloumi ""stack"" as a small meal. It was notably missing the beer battered onion rings that were mentioned in the menu, however we're not really that upset that they didn't show up as the table next door had what was clearly crumbed onion rings with their chicken burger. The type that comes with no guarantee of actual onion on the inside. They had also done a sneaky switcheroo on the advertised tomato sauce which was very obviously BBQ sauce. The burger itself was merely okay, the ingredients were cheap and not particularly well prepared. A note on reservations. When we first tried to eat at Jimmy Cook's we were turned away as they were fully booked. This would normally mean we advise booking, however trying to book dinner at Jimmy Cook's involved so much waiting on the phone and so many transfers that we can hardly recommend it. Just show up and try your luck, and if they are full, then that's probably for the best anyway.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-12-cyclista.md,Reviews,post,Cyclista,2021-06-12,2,lunch,"54 George Street, Palmerston North Central, Palmerston North 4410",New Zealand,TODO,TODO,https://www.facebook.com/cyclistaespressobar/,"We ate lunch here in June 2021 Cheese scone with avocado, cream cheese, and relish Pastrami bagel with alfalfa sprouts, cheese, and cream cheese Apple and ginger muffin Decaf Americano Cyclista is an espresso bar first and an eatery a distant second. The food selection is minimal and limited to a few baked goods and whatever can be prepared in a microwave or toaster. The fact that there was just one guy rostered on a Saturday for the lunch rush is further evidence that they don't plan to sell a lot of food. That said, neither our food nor our coffee took long to arrive, so props to that one guy. The scone was fairly flavourless, but inoffensive otherwise and the pastrami bagel was okay. The muffin was too dense and too wet, as can happen with apple muffins. The coffee was pretty good, it's really why you'd go to Cyclista in the first place. Website",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-18-lina-s.md,Reviews,post,Lina's,2021-06-18,1,dinner,"2202 Centre St NE, Calgary, AB T2E 2T5, Canada",New Zealand,TODO,TODO,http://linasmarket.com/,"We ate dinner here in June 2021 Lamb satay with rice cubes Beef rendang curry with rice and salad Prediction: Lina's will close by the end of the year. This place is awful, and the lamb satay is one of the worst meals that we've reviewed. The ambiance was depressing. Everything was very obviously cheap, there were four different kinds of chairs in the restaurant, some of which inexplicably still had the plastic on them. The ambient music was a tinny radio in the kitchen, the plants were all plastic, and the place was echoingly deserted. Despite being open for a couple of months, the drinks fridge was completely empty, and drinks were not mentioned by our waitress at all. The beef rendang curry that showed up was very different to the beef rendang curry that we were expecting, it was pretty much just slow cooked beef in meat juice. That said, it was actually okay, the salad on the side was clearly a bit of an afterthought, but this meal was head and shoulders above the satay. The satay was listed as a ""Chef's Special"" in the menu. We fail to see what is so special about skewers of extremely chewy lamb accompanied by a watery-with-chunks peanut sauce and giant bits of raw red onion. We suppose that you could call the rice cubes ""special,"" we've certainly never had anything like it before. It was cold (fridge cold, not room temperature cold) gelatinous roughly cut blocks of rice. And it was disgusting. We were pretty bummed out by the time we finished, but Lina still had one more surprise up her sleeve. As we were wiping our faces, desperate to ensure that we didn't leave any satay residue for later, we noticed the serviettes were branded. With Anyavee, the last restaurant that died here. At this rate the next restaurant to occupy this cursed address will probably still have some of Anyavee's serviettes leftover to use. Lina's has no website",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19-la-bakery-and-c.md,Reviews,post,LA Bakery & Coffee Lounge,2021-06-19,1,lunch,"325 Broadway Avenue, Palmerston North Central, Palmerston North 4414",New Zealand,TODO,TODO,TODO,"Rating: 1 We ate lunch here in June 2021 Fish and chips Hash brown breakfast LA Bakery is a throwback to a time when almost everything had to come with chips. Lots of chips, and a fried egg on top. Both meals were huge and cheap. The hash brown breakfast involved hash browns, a massive deep fried sausage, streaky bacon, and two pieces of dollar loaf with a fried egg on each. A lot of food for $14.90, cost of ingredients: $4.10 by our estimation. The fish was so bad that we, card carrying members of the clean plates club, left more than half of it behind. It was probably caught some time last year, and had been battered in house by someone who had only heard a rough description of what battering was. The batter had split open in the cooking process exposing the fish directly to the oil with predictable results. Inedible. LA Bakery & Coffee Lounge has no website.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-20-la-patio.md,Reviews,post,La Patio Cafe & Bar,2021-06-20,3,dinner,"140 Fitzherbert Avenue, West End, Palmerston North 4410",New Zealand,TODO,TODO,https://www.distinctionhotelscoachman.co.nz/palmerston-north-restaurants/lapatio-cafe,"We ate dinner here in June 2021 Pulled duck burger with poutine Mongolian beef salad Holy duck, what a burger. It was extremely juicy, flavourful, and unusual. We didn't expect a middling hotel restaurant to push the boat out like this. The poutine was delicious, and it was so nice to have something that wasn't just chips and tomato sauce on the side. The salad was boring and frankly there was nothing Mongolian about it. It's a pity that the salad couldn't keep up with the burger, La Patio's rating was really dragged down by some dead Mongolian weight. When you visit La Patio, be sure to keep an ear out for their instrumental cover tracks, which ranged from Radiohead to Shawn Mendes, to The Beatles. Guessing what song was being covered was a fun challenge, not to brag, but we got them all except one.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-25-pompeii-pizza.md,Reviews,post,Pompeii Pizza,2021-06-25,2,dinner,"163 The Square, Palmerston North Central, Palmerston North 4410",New Zealand,TODO,TODO,http://www.pompeii.co.nz/,"We ate dinner here in June 2021 Centaur pizza Beef & bÃ©arnaise pizza Pompeii Pizza was a bit disappointing. The pizza bases had a store bought feel, even if they weren't. And on the whole, the ingredients were a bit bland and low quality. The beef on the beef and bÃ©arnaise pizza was the worst offender, it was as chewy as an old tyre, but the rest of the pizza wasn't much better. And it wouldn't kill you to cut up your tomatoes, nobody wants a slice of tomato that covers half the pizza. The centaur pizza might as well have been just a beetroot and balsalmic pizza because that's all you could actually taste. You could see the feta and you could feel the texture of the walnuts, but otherwise, they were undetectable. Website",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-26-robert-harris-cafe.md,Reviews,post,Robert Harris Cafe,2021-06-26,3,lunch,"3 Vernon Drive, Lincoln 7674",New Zealand,TODO,TODO,https://robertharris.co.nz/your-local-cafe/robert-harris-lincoln/,"We ate lunch here in June 2021 Keto toasted sandwich Polenta, haloumi, and vegetable stack Carrot cake Banana smoothie Mocha This is not the Robert Harris that you remember from 90's trips to get a pie and ham sandwich with grandma. While they were established in 1952, they have really moved with the times, and are now offering a good looking selection of both cabinet and cooked food. The stack was nearing perfection, had the tomatoes been cherry tomatoes instead of giant chunks of grilled tomato, it might have even been perfect. Roast kumara and pumpkin on the side was inspired and delicious, especially with their red pesto. It was a good high stack (check yourself, Jimmy Cooks) and it looked great on the plate. The keto sandwich was made from nice, fresh ingredients, no criticism there, but the cake was a bit of a letdown. The icing was overpoweringly sweet and the cake itself was a little flavourless. Classic cream cheese icing would have been a huge upgrade. The banana smoothie was also flavourless but did have the right texture and temperature. The mocha was clearly made with nice coffee, but was very sweet and - serious points deducted here - had no marshmallows on the side. The whole thing was a slick operation, the interior was clean and modern, the wait staff was very friendly and attentive, and despite being busy the service was fast. Nice one, Robert. Website s",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-02-asia-restaurant.md,Reviews,post,Asia Restaurant,2021-07-02,2,dinner,"63/286 Mount Wellington Highway, Mount Wellington, Auckland 1060",New Zealand,TODO,TODO,https://www.masterkongsylviapark.co.nz/,"UPDATE: Both the Fee-Rex and Business Andy experienced some moderate digestive symptoms within 4 hours of dining at Asia Restaurant. We're not certain that dinner was the cause, so we have not changed their rating, but it still bears mentioning. We ate dinner here in July 2021 Sweet and sour fish with chips and vegetables Roast pork and vegetable curry on rice Glass of milk Asia Restaurant came from the 70's, and they don't make them like this anymore. There are several things that you need to know if you are going to eat at Asia Restaurant. You will not be given water with your meal You will be given two slices of dollar loaf buttered with table spread per person There is no bathroom Everybody eating there except you will be a regular. They will call the hostess by name, and will walk freely in and out of the kitchen Cash only When it's time to pay, you'll need to poke your head into the kitchen to collect the bill. Don't be intimidated by the ""Staff"" sign on the door, that's just a practical joke for first timers The place is a little run down to say the least, and is honestly a little unwelcoming at first glance. But the food wasn't bad and the service was friendly. The roast pork was pretty tough, the vegetables were boiled, and the curry sauce was okay. But the fish was well fried, and the sweet and sour sauce was reasonable. The dollar loaf was very welcome both for making chip sandwiches and to mop up the curry sauce. Asia Restaurant doesn't have an official website, but there is a fan page",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-03-cafe-40.md,Reviews,post,Cafe 40,2021-07-03,1,lunch,"32 George Street, Palmerston North Central, Palmerston North 4410",New Zealand,TODO,TODO,http://enroute.nz/listing/cafe-40/,"We ate lunch here in July 2021 Macaroni cheese Nachos Banana smoothie To describe Cafe 40 in 3 S-words: sad, salty and stay away. The place is tired and could use a good clean. The macaroni cheese, while not the worst we've had (congratulations Bees Knees) was overly salty and too rich. The nachos were just another flavourless mince-heap atop the cheapest corn chips money could buy. The ""smoothie"" was clearly a milkshake that they had blended a banana into and drizzled some honey down the sides of the glass. You're not fooling us, Cafe 40. Cafe 40 does not have a website",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-07-mcdonald-s.md,Reviews,post,McDonald's,2021-07-07,2,dinner,"CNR ROBERTS & RUAPEHU STREETS, 48 Roberts Street, Taupō 3330",New Zealand,TODO,TODO,https://www.mcdonalds.com/nz/en-nz.html?utm_source=google-my-business&utm_medium=organic,"We ate dinner here in July 2021 Cheeseburger with fries Almighty Texan BBQ burger with a hash brown When you look around at a McDonald's, you see a perfect cross section through humanity. Absolutely everybody eats at McDonald's. So well done, Ronald, on becoming a global sensation and appealing to the masses. Not so well done on the food. The meat was a bit dry across the board, the fries were fresh but unsalted, and the hash brown was old and stuck to its paper sleeve. The ""almighty"" Texan BBQ burger looked a bit sad and had half fallen over in it's box when it arrived via their new-to-us table service. This was probably thanks to the fried onion on the bottom, and although said onion did add a lot to the flavour of the burger, it took just as much away from its structural integrity. The cheeseburger was plain but inoffensive. Website",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-09-thai-orchid.md,Reviews,post,Thai Orchid Restaurant,2021-07-09,3,dinner,"21 Riccarton Road, Riccarton, Christchurch 8011",New Zealand,TODO,TODO,http://thaiorchid.co.nz/,"We ate dinner here in July 2021 Singapore steak with rice Crispy pork massaman curry with rice Thai Orchid boasts the shortest time between ordering and meals arriving of anywhere we've reviewed to date, and that includes McDonalds and Burger King. The service was so fast at first we assumed they had brought the meals to the wrong table. The meals themselves were pretty good. The beef in the Singapore steak wasn't chewy or gristly, but unfortunately there wasn't enough sauce. The massaman was the opposite, plenty of delicious sauce but the meat was dry. Website",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-10-double-shotz.md,Reviews,post,Double Shotz,2021-07-10,3,lunch,"138 The Square, Palmerston North Central, Palmerston North 4410",New Zealand,TODO,TODO,https://www.doubleshotzcafe.com/,"We ate lunch here in July 2021 Rice and cauliflower vegetable pie Red pepper, spinach, caramelised onion and feta tart Carrot cake with yoghurt Peanut and banana smoothie Mocha Double Shotz is a better establishment than the Z in its name would imply. Everything was tasty and affordable. There are many ways to make a great banana smoothie. A key factor is that it needs something, it can't just be banana and milk. In this case, they've inventively gone with peanut butter. And it so worked. Had the smoothie been a couple of degrees colder it would have been perfect. The vegetable pie was controversial. Business Andy loved it, while the Fee-Rex was not a fan. We could both agree that it was an inventive and interesting addition to a cafe cabinet, which can frequently be a boring scene. The tart was sweet and delicious, with all components working well together. The cake was moist and tasty, but the icing unfortunately too sweet with not enough cream cheese. The mocha was great. It's a common trap to just pour chocolate into a mocha, but that makes them way too sweet. Double Shotz knows this isn't what you want, and held back on the chocolate resulting in a balanced drink, take notes Robert Harris. Still no marshmallows though. Website",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-23-white-horse-inn.md,Reviews,post,White Horse Inn,2021-07-23,1,dinner,"2180 State Highway 56, Longburn 4412",New Zealand,TODO,TODO,http://www.whitehorseinn.co.nz/,"We ate dinner here in July 2021 Pan fried fish, chips, and salad Bangers and mash with peas and onion gravy For the most part, the White Horse Inn stays within its comfort zone. There is a TAB, a handle club, at least four TV's around the bar all playing different channels, and plenty of leaners with Tui towels on them. Their menu is mostly standard pub fare, but they unexpectedly also offer pan fried fish, which we were foolish enough to try. Pan fried fish only works if it is fresh, and this was anything but. We suspect it had come from the freezer. Rubbery, dry, really fishy, it had a nasty skin still on it, and even though it had probably been heated in a pan, it wasn't crispy at all. The chips and salad were fine, but they are irrelevant when the only way that you can stomach the fish is to make each mouthful half tartare sauce. The bangers and mash was a bit better. The bangers themselves were the world's cheapest pork or maybe beef flavoured sausages (who can tell?) from the discount bin, but they were really well cooked. There wasn't enough gravy, although to be honest it wasn't anything to write home about anyway. Website",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-24-muffin-break.md,Reviews,post,Muffin Break,2021-07-24,1,TODO,"189 Papanui Road Shop 13,Inside, Merivale Mall, Merivale, Christchurch 8046",New Zealand,TODO,TODO,https://muffinbreak.co.nz/,"Feta, pine nut and spinach quiche Cheese and onion toastie Apple and caramel muffin Banana smoothie How did you do it, Muffin Break? How did you make the worst banana smoothie we have ever had? Artificial banana syrup, obviously, that's a given. But there was somehow more. Most smoothies made from banana syrup end up tasting like a milkshake. Perhaps Muffin Break make their own signature syrup, from the peels of old bananas and the tears of a Cambodian orphan, creating a blend which is somehow simultaneously too sweet and too bitter. Undrinkable, which was a shame because we both needed some liquid to wash down the other disgusting components of the meal. The cheese and onion toastie never arrived. Instead, a cheese, ham and tomato toastie, which we definitely hadn't ordered, somehow arrived. It was overcheesed, the ham was gross, and had gone soggy on the bottom from sitting too long on the plate. Perhaps this was because it had visited almost every other table before us. Despite the tables being numbered, the wait staff seemed to have no idea which meal went where. We were offered coffees, and then later a cheesy muffin, none of which was ours. The quiche just tasted like old spinach. The feta and pine nuts were visible, but not tasteable. We saw the waitress trying to give our quiche to another table; we wish she had succeeded. The muffin at least was okay. Perhaps Muffin Break had put all of their effort into making their flagship dish passable, leaving no energy for anything else. Pretty tragic. Although not as tragic as how many people were choosing to eat there. The place was packed! We need to band together, stop eating at Muffin Break, and let it die. Website",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
