filename,category,layout,title,date,rating,meal,address,country,region,suburb,website,body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-26-hanamizuki-japanese-restaurant.md,Reviews,post,Hanamizuki Japanese Restaurant,2021-11-26,3,dinner,"161 The Square, Palmerston North Central, Palmerston North 4410",New Zealand,TODO,TODO,http://www.hanamizuki.co.nz/,"Palmerston North We ate dinner here in November 2021 Vegetable okonomiyaki Teriyaki beef donburi Although the decor was dated and the food service was slow, Hanamizuki serves good food. The okonomiyaki was nommy with a good combination of sauces. The donburi vegetables were fresh, the meat tender. The sesame on the spinach was a standout. Website",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-27-delish-cafe.md,Reviews,post,Delish Cafe,2021-11-27,3,lunch,"90 Fergusson Street, Feilding 4702",New Zealand,TODO,TODO,https://m.facebook.com/Delish-Cafe-475330452646182/,"Feilding We ate lunch here in November 2021 Big breakfast Breakfast muffin Banana smoothie The staff at Delish Cafe are delightful, they complimented Business Andy's shorts, and apologised for the wait even though we hadn't been waiting very long. The breakfast muffin was great, it was like an elevated version of a McMuffin. A juicy beef patty with melted cheese, tomato sauce, hash brown, and a fried egg in a toasted English muffin. It was magnificent, and very reasonably priced. The big breakfast was truly big, and was well executed. The hash browns deserve a special shout out, and perhaps the tomato could have been roasted a little longer, but the rest of the components were all really good. The banana smoothie was a real let down, they had doused the sides of the glass with banana syrup which ruined it. Website",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-04-amayjen.md,Reviews,post,Amayjen,2021-12-04,4,lunch,"17 Victoria Avenue, Palmerston North Central, Palmerston North 4410",New Zealand,TODO,TODO,http://www.amayjen.co.nz/,"Palmerston North We ate lunch here in December 2021 Braised lamb neck crepe Pork dumplings Banana, peanut butter, and cacao smoothie Despite a rocky start, our meal at Amayjen was fantastic. On arrival we were tersely instructed to present our vaccine passes ""before we touched anything"" like we were children with chocolate on our hands. They also took ages to take our order, then lied to us about the reason. The first server told us they were looking for their mask, and the second server told us that they were a member of staff down. Neither of these is particularly believable, as we had just watched them both have a long conversation together after taking someone else's order. Fortunately for everyone, the food was absolutely fantastic. The lamb crepe was meaty, hearty, and full of flavour. And the pork dumplings were excellent as well. The smoothie scored full marks for both texture and temperature, a rarity. Website",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-04-fire-home.md,Reviews,post,Fire Home,2021-12-04,1,dinner,"38/60 Broadway Avenue, Palmerston North Central, Palmerston North 4410",New Zealand,TODO,TODO,TODO,"Palmerston North We ate dinner here in December 2021 Beef and lamb iskender Falafel doner It was an extremely quiet night at Fire Home, maybe they had taken the opportunity to leave a skeleton crew. The one member of staff appeared quite inexperienced, she didn't know where the buttons were on the till and couldn't keep up with a normal pace of ordering. She also seemed not to know what comes with an iskender. The menu advertised meat, rice, salad, hummus, jacik, and sauce, however the plate contained only meat, rice, and sauce, and looked a little underwhelming. The meat was very dry, and we noted that their rotisserie meat stands were empty, so we assume this has come from the fridge. Five to ten minutes later, when Business Andy's kebeb showed up, we found out that this poor staff member also didn't know how to wrap a doner. They really shouldn't have been left there alone. The foil was all scrunched up on one side, it was completely wrapped instead of open at one end, wasn't in a bag, and wasn't on a plate. The net result was that you had to tear open a foil package that didn't tear open well and was also too hot to handle. Opening the foil was like tearing a hangnail off your finger, you pull a little and nothing happens, so you pull more and then a whole chunk of scrunched side foil comes off bringing with it a long and painful tail that just ruins your day. There was sauce all over Business Andy's hands, and a hell of a mess left on a food court tray. To their credit, the flavour was alright. And at least it had salad. Fire Home has no website.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-08-carl-s-jr.md,Reviews,post,Carl's Jr,2021-12-08,2,dinner,"415 Ferguson Street, Palmerston North Central, Palmerston North 4410",New Zealand,TODO,TODO,https://www.carlsjr.co.nz/?utm_source=organic&utm_medium=google-my-business&utm_campaign=5203,"Palmerston North We ate dinner here in December 2021 Onion rings Memphis BBQ Big Angus burger Original Big Angus (single patty) Carl's Jr is what Burger King was meant to be. The burgers were reasonable, the onion rings were actually real onion in a batter (shame about having too much salt). The Memphis BBQ was better than the Original Big Angus, with the crispy onion bits being a highlight. However, the patties were on the dry side, the sauce distribution and flavour in the Original Big Angus were poor. However, good construction and good buns were also at play. We appreciated the paper wrapped around the burger, but where the heck were the serviettes! Overall this was the best traditional fast food chain we've been to yet, although still not good enough to crack a 3. Website",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-20-coffee-plus.md,Reviews,post,Coffee Plus +,2021-12-20,2,lunch,"74 Rawhiti Road, One Tree Hill, Auckland 1061",New Zealand,TODO,TODO,TODO,"Taihape We ate lunch here in December 2021 Beef sausage roll Potato top pie Churros The decor at Coffee Plus + makes it look like a cross between a bar, a second hand furniture shop, and someone's rumpus room. There is also a very sweet and very obese dog called Brie whom we liked very much. They didn't make any of their food, they just heated it up for us. But that said, they had taken some care. This was no casual microwave job, both the sausage roll and the pie were crisp indicating that they had been in some kind of oven. The churros were completely covered in cinnamon sugar, chocolate sauce, and caramel sauce, and while they were good, I mean come on, they were always going to be good, we've had better. The churros were the only thing that didn't reheat well, unlike the pie and sausage roll, they really needed to be deep fried fresh. Website",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-30-flat-hills-cafe.md,Reviews,post,Flat Hills Cafe & Tourist Park,2021-12-30,1,TODO,"5733 State Highway 1, Ōhingaiti 4774",New Zealand,TODO,TODO,http://www.flathills.co.nz/,"Ohingaiti Crumbed chicken burger Curly fries Mince & cheese pie Flat Hills Cafe caters to the passing through crowd - cars travelling north from Palmy who are too hungry or lazy to wait for Taihape, families who need somewhere to stop for the kids to burn off some energy, and Intercity buses. Credit where credit is due, Flat Hills knows what it is and has provided. Heaps of parking for buses, motorhomes etc. A sizeable selection of cooked, cabinet, and readymade food (ice creams, chocolate bars etc). Accessible, plentiful and clean bathrooms. Fun stuff for children - animals to look at, a bouncy castle, swings, even a maze. Unfortunately, the food just isn't that good. The highlight was the curly fries - oh my God there were so many big curlies. We've all been disappointed before when you buy a bowl of 'curly fries' that is actually a bowl of sad half moons with maybe one 520 degree curly. Not this bowl, it was mostly real curlies, an absolute delight. But it was downhill from there. The accompanying aioli was flavourless and had a little skin on the top like it had been pre-poured. The pie had good pastry on top, but not so good for the base and a distinct I've-been-in-this-warmer-for-some-time flavour and texture. The burger was sad. Not only did it not contain any onion rings as advertised, it was poorly constructed, had unwelcome surprise tomato and just didn't taste very good. Website",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-01-cafe-cuba.md,Reviews,post,Cafe Cuba,2022-01-01,3,lunch,"236 Cuba Street, Central, Palmerston North 4410",New Zealand,TODO,TODO,https://www.cafecuba.co.nz/,"Palmerston North We ate lunch here in January 2022 Campfire smash Cauliflower tacos Banana smoothie Passionfruit smoothie Cafe Cuba has been one of the most popular cafes in Palmerston North for the past 20 years. They have a diverse menu, speedy service and a reputation for being reliably good. In the Fee-Rex's expert opinion, it was home to the best smoothie in Palmerston North. We say was as unfortunately the smoothie game has slipped a bit. Don't get us wrong, they're still good, but they are no longer great. The passionfruit smoothie used to be tangy and creamy, really cool and thick with honey down the sides. Today's passionfruit smoothie was almost too tangy, much less creamy with more of a juice consistency. The banana smoothie was perfectly acceptable, but lacked in va va voom. The campfire smash, which is egg, potato, onion, spinach all cooked up together with a piece of ciabatta, was again good but not great. The tacos were disappointing, plain and thoughtless. They seemed like the kind of tacos you would make and home, eat then go ""well, at least I'm not hungry anymore but I won't make that again."" Step up Cafe Cuba! You've earned a 3 rating today but we know you can do better. Bookings recommended Website",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-01-chada-thai.md,Reviews,post,Chada Thai,2022-01-01,2,dinner,"81 Broadway Avenue, Palmerston North Central, Palmerston North 5301",New Zealand,TODO,TODO,http://www.chadathai.co.nz/,"Palmerston North We ate dinner here in December 2021 Curry puffs Tofu pad thai Lamb massaman curry with rice Caramel bubble tea What a weird pad thai. Admittedly it was a vegan pad thai, so we were prepared for it to be a little different (no egg, maybe a little different flavour from no fish sauce). But veganism doesn't preclude the pad thai staples of peanuts and lemon, both of which were absent. And you certainly don't make up for a lack of animal products by drowning the dish in oil, which this was. Very disappointing. The curry was better, with a nice sauce and meat that was tender, pretty reasonable on the lamb-you-find-in-a-cheap-curry scale. Peanuts were again a problem. There were upleasant peanut sinkers all at the bottom of the meal which had been ""toasted"" by someone who didn't appreciate toasted peanuts. They had been grilled at way too high a temperature for a very short time, which had served just to put a bit of colour on the outside of what were in essence raw peanuts. For some reason the caramel bubble tea tasted like coffee as much as caramel. At least the curry puffs were good, nice pastry and flavour. Website",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-08-cafe-brie.md,Reviews,post,Cafe Brie,2022-01-08,3,TODO,"218 Broadway Avenue, City Centre, Palmerston North 4410",New Zealand,TODO,TODO,http://www.cafebrie.co.nz/,"Palmerston North Lamb's fry with bacon Steak salad with feta balls Banana smoothie Cafe Brie was a real mix of the good, the bad, and the ugly. The good: The smoothie was one of the best that we have reviewed. Understated, cold, perfectly smooth, and utterly delicious. The feta balls were fantastic and unexpected, a real treat. The brown onion and mushroom jus that came with the lamb's fry was dark, hearty, and very tasty. The bad: The steak was overcooked, we asked for medium but received well done steak. The liver was unevenly cooked, most was a bit overdone, and a part of it was quite underdone. The ugly: The kumara. It was a bit overdone when it was roasted, and from the texture of it, that was at least three days ago. They were hard as rocks, and very unpleasant. And this was a real shame because the kumara is often the bit of a salad that you really look forward to. Website",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-21-libre.md,Reviews,post,Libre,2022-01-21,3,dinner,"53/55 Paul Matthews Road, Rosedale, Albany 0632",New Zealand,TODO,TODO,http://www.mediray.co.nz/,"Palmerston North We ate dinner here in January 2022 Pulled pork tacos Beef enchiladas Churros with caramel sauce and ice cream Libre is Palmerston North's premiere Mexican eatery, with a nice casual vibe and great cocktails. The food was good to excellent, with the tacos being the highlight. Have your serviette at the ready, you will get sauced. The churros were delicious too, but they were just churros and could have been a little more fluffy and a little more inventive. Bookings recommended",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-21-provenance.md,Reviews,post,Provenance,2022-01-21,4,dinner,"159 Broadway Avenue, Palmerston North Central, Palmerston North 4410",New Zealand,TODO,TODO,http://www.provenancemanawatu.co.nz/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=9993974342430306800,"Palmerston North We ate dinner here in January 2022 Bruschetta Beef tartar Fries with truffle and parmesan Seasonal greens - cabbage Korean fried chicken ""Lemon pie"" with sorbet This place is really made for sharing, they offer small plates, which is all we ordered, and large plates which serve two to three people. Even the desserts are made to be shared, so it's tapas really, even if they don't say that they are. Speaking of sharing, if you are hoping to share a conversation, be aware that the acoustics in Provenance are pretty bad. The general noise level was so loud that we struggled to hear each other at times. The food was excellent, it is on the fancy side but not overpriced, apart from the dessert which was a total rip-off. The bruschetta was a little different, it came with roast garlic and whole roast tomatoes for a ""some assembly required"" dish. The beef tartar was very flavoursome, and was accompanied by a host of unusual but welcome bedmates. The fries really stood out, they had gone crazy with the parmesan and truffle oil, and the truffle butter on the side was just divine. Honestly it was a struggle not to mop up the remainder with our fingers. The chicken had a sweet chilli vibe, and didn't have a thick crispy coating like a lot of fried chicken does. So it was a bit different to what we expected, but was delicious nonetheless. The lemon pie was their only misstep. It was completely deconstructed, and had way more sorbet than anything else. While the ingredients were all excellent, we would have preferred half the sorbet, and double the amount of the other components. Bookings recommended. Website",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-22-cravings-cafe.md,Reviews,post,Cravings Cafe,2022-01-22,3,lunch,"117 Ruahine Street, Roslyn, Palmerston North 4414",New Zealand,TODO,TODO,https://m.facebook.com/cravingscafenz/,"BusinessAndy&FeeRex Cravings Cafe 187 Palmerston North We ate lunch here in January 2022 Crispy chicken burger with curly fries Kumara rosti with haloumi and egg Banana smoothie If you are pregnant, then this is the cafe for you, situated right in the birthing complex, and full of pregnant women. Maybe not full to the brim, but there was definitely an overrepresentation of gravid uteri the day that we were there. The food at Cravings Cafe was actually pretty good, and there were plenty of other things available that we would have liked to try. The chicken was very crispy, perhaps a little dry, but the burger overall was excellent. Very well constructed, and the curly fries, which come standard with the burger were top notch. The menu didn't even say that the fries were curly, but damn were they curly, with several very large curlies present. The rosti was made with orange kumara rather than the usual purple which was a nice change. The haloumi was well cooked but very thin, too thin to squeak, as it turned out. The banana smoothie wasn't good at all, unfortunately. It wasn't a banana smoothie at all, it was some kind of mix of tropical fruits and was just very sweet. The great texture and temperature were hard to appreciate with that flavour. Website",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-28-chinatown-chinese-restaurant.md,Reviews,post,Chinatown Chinese Restaurant,2022-01-28,1,dinner,"156 Cuba Street, Takaro, Palmerston North 4410",New Zealand,TODO,TODO,https://www.chinatownrestaurant.co.nz/,"Palmerston North We ate dinner here in January 2022 Buffet Chinatown Chinese Restaurant offers both a buffet and an a la carte menu. As we walked in the dude said ""buffet?"" We didn't know better so we went with it, but when we looked out into the restaurant, we saw a bit of a trend appear. There was a few tables where people had ordered off the menu, and all but one was Asian diners. We suspect that they knew something that we didn't. The buffet wasn't all bad, the stand outs were the vegetarian noodles, the fish bites, and the chicken wings. Standing out for the wrong reasons were the pan fried dumplings, the BBQ pork, and the pork curry. The rest of the things that we tried were middling to bad, the prime example of this category was the under seasoned onion rings. There was dessert on offer, which was nice, the carrot cake was the best part, the cheesecake, the worst by a considerable margin. Website",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-29-hungry-horse-cafe.md,Reviews,post,Hungry Horse Cafe,2022-01-29,2,lunch,"4 Botanical Road, Highbury, Palmerston North 4412",New Zealand,TODO,TODO,https://www.facebook.com/hungryhorse.co.nz/,"Palmerston North We ate lunch here in January 2022 Smashed avo on toast with a poached egg Baked potato with mince We'll talk about these meals in the order that they arrived. The smashed avo on toast was middling, the toast itself was thick, soft, and fresh. It came with a very welcome slice of lemon, which paired well with the avocado itself. Unfortunately, the poached egg was underdone and a bit sloppy. And extra unfortunately, there was a huge piece of lettuce under the avo, on the toast. We really don't know who wants this, it was entirely unnecessary. This space represents the gap between us finishing the avo on toast, and the arrival of the baked potato. The potato itself was not underdone, but lacked fluffiness. We carefully avoided the vegetarian mince option because it contained red beans and chickpeas, so we were quite upset when the beef mince arrived with both red beans and chickpeas. Admittedly these both didn't taste like much, but that's not a compliment. Could have used a little more sour cream, extra points for the sweet chilli sauce on the top. Website",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12-cafe-royale.md,Reviews,post,Cafe Royale,2022-02-12,1,lunch,"MGMR+7G5, Patul Rd, City of Santiago, 3311 Isabela, Philippines",New Zealand,TODO,TODO,TODO,"Palmerston North We ate lunch here in February 2022 Big breakfast Jackfruit burger We haven't been somewhere this shambolic since The Cooperage Cafe, and Cafe Royale was even worse. When we arrived we were fourth in the queue. Ten minutes later we were still fourth in the queue. It was immediately obvious that the cafe was disastrously understaffed, with just two servers running around with their heads on fire instead of taking the orders of the people who were waiting. As can happen when the world is ending, these two were just doing the next thing that appeared in front of them like putting chairs nicely around tables, and stacking the menus in their holder. Priorities, ladies! There was a bizarre queuing system at play. You had to bags a table by leaving your coat or umbrella on it before then queuing up for all eternity. We suppose that they wanted to avoid people getting in the queue, waiting, and then finding out that there were no tables, but frankly they were causing that problem themselves with their glacial service. We had been standing around in the queue for quite a long time when it finally started to move. We were given menus and only one minute later expected to order when we found ourselves at the fabled front of the queue facing a harassed looking server. Perhaps they cater exclusively to speed readers, because the menu was the most packed in and poorly laid out four pages that we've ever seen. Neither of us had read even half the menu, and we panic picked the first thing that sounded alright. We could see the flames around the server's head begin to burn hotter and brighter as she struggled to find what Business Andy had ordered in the POS system. We had to point it out on the physical menu, at which time we found out that it wasn't actually available, not just that day, but ever. Cross it out you numptys! Business Andy was scanning for something new to order when he was accosted by the question, ""are you vegan?"" After answering no, the menu was literally snatched out of his hands by the server, who was completely engulfed in flames at this point, and cried shrilly ""that's the vegan menu!"" While we appreciated that she was attempting to simplify what was a very stressful process, non-vegans are actually allowed to order vegan food. In fact we had just ordered two vegan meals right in front of her. The flames were licking at us, and we panic ordered a big breakfast without reading through what was in it. The wait",this taste like a,combination of tinned tomatoes and,"nothingness, but its juice had spread across the","entire plate, infecting every",other food item. This was a real shame,as,some,of,it,looked,pretty,"good,",but,that,tomato,juice,was,the,kiss,of,death.,At,least,we,salvaged,the,bread,before,it,could,be,"defiled,",and,it,quite,"nice,",as,were,the,cherry,tomatoes,which,had,been,well,roasted.,We,can,see,the,chef,was,"trying,",but,maybe,he,was,trying,too,hard.,Different,is,not,always,better.,"Website"""
2022-02-19-reburger.md,Reviews,post,ReBurger,2022-02-19,3,dinner,"111 Devon Street East, New Plymouth Central, New Plymouth 4310",New Zealand,TODO,TODO,http://www.reburger.co.nz/,"Palmerston North We ate dinner here in February 2022 Dirty Duke BBQ Cheeseburg Onion rings Fried cauliflower Giving ReBurger a rating was quite difficult for us. There is something inherently enjoyable about a burger and fried stuff, which sometimes inclines the Fee-Rex to give a place a higher rating than it perhaps deserves. However, the fact of the matter is that we'd both like to go back and eat another ReBurger, so that means that they fall into the 3 (good) category. Their fellow 3's, Burgerfuel and Shake Out are superior, but ReBurger doesn't belong in the same tier as McDonald's and Carl's Jr. Both burgers were cut from the same, BBQ-ey cloth, the Dirty Duke had a thicker patty, some bacon, and some pickles, but they were otherwise quite similar. They were well constructed, with fresh buns, and well cooked meat patties. The aioli was much more noticeable in the BBQ Cheeseburg, and was sorely missed in the Dirty Duke. The onion rings were hearty, real onion, and a good size, however they were desperately missing a dipping sauce. There was tomato sauce freely available, but that's just not the right accompaniment for an onion ring. Perhaps if we had been given some aioli, we wouldn't have noticed the oily taste in the batter so much. We really liked that they did fried cauliflower, and they were well sized pieces of actual cauliflower instead of just balls of cauliflower mush. They had been criminally over salted, but were really nice otherwise. Website",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-02-cafe-eminem.md,Reviews,post,Cafe Eminem,2022-04-02,2,dinner,"94 Broadway Avenue, Palmerston North Central, Palmerston North 4410",New Zealand,TODO,TODO,https://www.cafeeminem.co.nz/,"Palmerston North We ate dinner here in April 2022 Banana smoothie Iced vanilla Diablo pizza Beef & lamb iskender It's so strange that there are two Turkish/Italian places to eat at in Palmerston North. Similar to Viva Cafe & Bar, Cafe Eminem is trying to be equal parts Turkish restaurant and Italian restaurant, and excelling at neither. Their decor was trying-to-be-fancy-while-not-spending-any-money chic, prominently featuring a fountain right in the middle of the restaurant that was not connected to any water. Cafe Eminem was quiet when we got there, calm and ready to drop bombs, which they did in the form of two very disappointing beverages. The banana smoothie was clearly just crushed ice and ancient bananas, it was the colour of banana cake mix and about as thick. While we applaud the use of paper straws, and appreciate they at least gave wide bore straws, such straws just couldn't handle the fortitude of these drinks. About half way through the drink the straws were completely collapsed. We tried tearing the straw, and turning it upside down, to no avail. The iced vanilla tasted like a watered down McDonald's milkshake and was just as thick as the smoothie. The iskender wasn't too bad. Could have used more salad, and points off for not having any Turkish bread, but at least there was plenty of sauce, the rice was fresh and the meat wasn't dry. The pizza was very heavy on the mozzarella, to the point of stringy absurdity at times. It was pretty flavourless, with the salami being beyond mild, and the onion was raw. Website",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-09-the-verdict.md,Reviews,post,The Verdict,2022-04-09,2,lunch,"189 Bridge Street, Nelson 7010",New Zealand,TODO,TODO,TODO,"Palmerston North We ate lunch here in April 2022 Banana smoothie Beef stroganoff with rice Beef burger and chips The Verdict has been around since 1989 and has recently moved to a cursed building opposite Palmerston North City Council. Will they be able to survive atop the corpses of so many unfortunate cafe's? While we weren't impressed by The Verdict, there were plenty of people there who apparently were. The banana smoothie committed two very serious offences. One was containing banana syrup. The other, even more heinous, was being insufficiently blended with large chunks of banana sitting at the bottom rendering the last inch undrinkable. It's a shame because they had done some things right - the smoothie was large, and a great temperature and texture. But these two sins cannot be forgiven. The stroganoff came from a bain-marie which had a fly hovering around it. Just in case it isn't clear, flies on food = points off. It wasn't really bad, but wasn't good either. And where's the sour cream? The burger was tragically over-saladed. Three huge pieces of tomato. Four giant thick cut diagonal pieces of cucumber. And a full one inch tutu of lettuce protruding around the burger. While the salad was fresh, it was just way, way too much. It completely overshadowed the good elements of the burger, such as melty cheese, a fresh brioche bun, a moist tasty patty and some reasonable sauce. The chips had the flavour and texture of fairground cup-of-chips. It's hard to describe exactly what was different about them, maybe the oil was old? Regardless, they weren't great. The verdict on The Verdict? Meh. Website",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-21-flavour.md,Reviews,post,Flavour,2022-04-21,2,dinner,"3/1315 Tutanekai Street, Central, Rotorua 3010",New Zealand,TODO,TODO,https://boldflavoursnz.com/,"Palmerston North We ate dinner here in April 2022 Bruschetta Panfried fish on Greek salad with potatoes Coconut bubble tea with blueberry bubbles What is Flavour? A restaurant that kind of thinks it's fancy? A karaoke bar? A brunch spot? An ice cream parlour? A takeaway coffee joint? Yes, yes, yes, yes, and yes. As is almost always the case, when somewhere tries to be all things to all people, it ends up being not much. That said, the bruschetta was pretty good. It had giant pieces of tomato on it, which is normally a bad sign, but they pulled it off. The bread was thick, fresh and warm, the ratio of pesto, balsamic and feta was about right. The bubble tea was also pretty good, especially the exploding blueberry bubbles. The fish was not great. The problem wasn't necessarily the fish itself, but the sides. Where were the potatoes? There were literally two pieces of potato in that bowl. And the salad had way too many big whole olives. Maybe if we were reviewing karaoke bars, or ice cream parlours, Flavour would have fared better. But as a dinner spot, while not a disaster, we wouldn't go back again. Website",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-22-pho-nem-hanoi-home-cooking.md,Reviews,post,Pho Nem Hanoi Home Cooking,2022-04-22,3,dinner,"68 The Square, Palmerston North Central, Palmerston North 4410",New Zealand,TODO,TODO,https://www.facebook.com/phonemkiwi/,"Palmerston North We ate dinner here in April 2022 Tofu and shitake mushrooms with rice Pork belly with rice Honey and lemon tea If you manage to impress The Fee-Rex with a plate of vegetables, you're doing something right. While the carrot was overcooked, and the onion undercooked, the sauce was dynamite. The tofu and the rice were both good too. The pork belly was a bit dry, and while it came with a little bit of a salad, the dish was a bit bare-bones overall. It did come with good rice, and another explosive sauce though. The honey and lemon tea had a bit of marmalade at the bottom, and came in the world's cutest cup with a little lid and an adorable teaspoon, we thoroughly enjoyed putting his wee hat back on him after each sip. Website",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-30-nourish-cafe-deli.md,Reviews,post,Nourish Cafe & Deli,2022-04-30,2,lunch,"4 Te Puna Road, Te Puna 3174",New Zealand,TODO,TODO,http://www.cafenourish.co.nz/,"Palmerston North We ate lunch here in April 2022 Banana smoothie Potato rosti with salad Fried chicken with shoestring fries and salad Melting moment Being part of the unpopular food court is tough, but Nourish Cafe & Deli isn't doing much to elevate their station. The banana smoothie was a good temperature, but it was bland and far too thin. The rosti was exciting at first, it was nice to see something different in a cabinet, but it quickly became tiresome as the texture was quite claggy. The only flavour came from the sour cream and sweet chilli sauce that had been generously applied, and the side salad was fresh but boring. The exact same salad featured on the side of the fried chicken, which was fine, but the team at Nourish had clearly forgotten the secret herbs and spices. Shoestring fries were a nice change from the current thick cut paradigm, and there was plenty of mayo for dipping. The highlight was the melting moment. It was fresh and crumbly, and was neither too sweet nor not sweet enough. The icing had a nice soft texture and there was just the right amount of it. We would happily eat this cookie again, which can't be said for the rest of our meal. Website",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-07-beyond-coffee.md,Reviews,post,Beyond Coffee,2022-05-07,2,lunch,"32 Manchester Square, Feilding 4702",New Zealand,TODO,TODO,https://beyond3.odoo.com/,"Feilding We ate lunch here in May 2022 Fish tacos with salad Fried mushrooms on toast Passionfruit and orange smoothie We were surprised to see a clientele of 80%+ grey tops when we walked in, but don't let that paint a picture of one of those old lady cafes with the pie warmers and red plastic trays. The cabinet was actually quite interesting, although we elected to order off the menu. The fish tacos were the weaker offering, the fish itself was just frozen hoki sticks, and while they had toasted the tacos and the chipotle mayo was pretty good, this dish was dragged down by its salad. The side salad was completely undressed, not even a dash of the most basic vinagrette. That's bad enough until you realise that the salad was an add-on to the tacos and cost an additional $3.50. How very dare you!? An undressed salad is a crime, and being charged for it as a separate item is cause for the reintroduction of capital punishment. Seriously, fuck you, $3.50 for that? Not two blocks over, Empire Sports and Garden Bar Restaurant blows this place out of the water on value for money. The mushrooms on toast were actually pretty good. We opted for fried over creamy and were not disappointed. The mushrooms were nicely garlicky, and came with two good thick slices of toast that had been slightly overdone but were still delicious. Extra points that the little butter packets were soft enough to spread, not the usual rock hard straight from the fridge ordeal. The smoothie really should have been a juice. The flavours were weird, and the addition of orange juice meant that it kept separating into a foam layer and a juice layer. Not cool. Website",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-20-leuven-belgium-beer-cafe.md,Reviews,post,Leuven Belgium Beer Cafe,2022-05-20,3,TODO,"135-137 Featherston Street, Wellington Central, Wellington 6011",New Zealand,TODO,TODO,https://www.restauranthub.co.nz/rh2/eats/in-region/wellington-region/in-city/wellington-city/in-suburb/wellington-central/belgian-beer-cafe-leuven/,"Wellington Venison meatballs Cheese fondue with bread Chips Leuven is very Belgian, and they are taking their beer game seriously. This isn't just some bar that's serving Stella and calling it a day, there were literally dozens of different beers. The meatballs were juicy and not too pungent or gamey, with a good tomato sauce. The fondue was very tasty, but absurdly stingy with the bread. It was annoying and confusing to run out of dipping materials one fifth of the way through the fondue. Thankfully we had a bowl of chips, which were thick cut and well suited to dipping. But you shouldn't have to order an extra side to compensate for insufficient bread! And even with the chips Business Andy still ended up bringing down the tone of the establishment by finishing it off with a spoon. Website",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
